message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=4.276552, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.471829307";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.263210, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.471912941";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.263210, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.487066846";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.269881, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.487359616";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.256538, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.487380451";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.256538, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.502760855";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.249867, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.503082311";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.263210, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.504003656";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.249867, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.519000729";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.256538, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.519253518";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.243196, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.519472880";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.243196, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.534539564";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.249867, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.534639187";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.236525, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.534803863";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.236525, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.550804785";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.243196, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.550804886";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.229853, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.551286085";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.229853, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.567252622";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.223182, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.567770275";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.216511, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.582684826";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.229853, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.583411933";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.223182, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.583420139";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.216511, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.599030703";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.223182, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.599047593";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.209839, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.599056846";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.209839, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.614696537";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.216511, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.615425263";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.203168, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.615638230";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.209839, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.630624466";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.203168, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.631102006";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.196497, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.631211942";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.189825, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.647008750";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.203168, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.647133133";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.196497, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.648193593";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.189825, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.662586765";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.196497, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.663302206";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.183154, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.663613888";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.183154, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.678793756";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.176483, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.678826983";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.189825, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.678893604";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.176483, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.695124008";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.183154, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.695172639";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.169812, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.695261291";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.176483, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.710712558";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.169812, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.711662957";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.163140, y=-0.031297])";"30";"turtlesim1.sim1";"1758887926.711716953";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.163140, y=-0.031297])";"30";"turtlesim2.sim2";"1758887926.727314562";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.169812, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.727314881";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.163140, y=-0.031297])";"30";"turtlesim3.sim3";"1758887926.743043032";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.156469, y=-0.031297])";"30";"turtlesim1.sim1";"1758887941.977492123";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.156469, y=-0.031297])";"30";"turtlesim2.sim2";"1758887941.993730885";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.149798, y=-0.031297])";"30";"turtlesim1.sim1";"1758887941.993882309";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.149798, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.009740852";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.143126, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.009830206";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.156469, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.010106902";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.136455, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.026116901";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.149798, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.026131940";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.143126, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.026131984";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.143126, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.041566646";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.136455, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.042122540";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.129784, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.042228443";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.129784, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.058218439";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.123113, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.058220778";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.136455, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.058311851";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.123113, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.073724612";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.116441, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.073734395";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.129784, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.073984567";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.123113, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.089276334";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.116441, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.090004235";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.109770, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.091277009";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.116441, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.105308762";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.109770, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.105344253";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.103099, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.105931166";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.103099, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.121464652";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.109770, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.121778290";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.096427, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.122047136";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.103099, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.137320988";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.096427, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.137332734";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.089756, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.137938903";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.096427, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.153138155";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.083085, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.153185226";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.089756, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.153715441";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.089756, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.169234844";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.076414, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.169309513";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.083085, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.169443507";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.076414, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.185749411";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.083085, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.185749548";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.069742, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.185786700";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.063071, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.202200716";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.063071, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.217264569";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.069742, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.217264745";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.056400, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.217473220";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.063071, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.233544532";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.049728, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.233618762";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.056400, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.233711286";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.049728, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.249033177";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.056400, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.249766702";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.043057, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.249805147";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.049728, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.265156705";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.043057, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.265159632";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.036386, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.265187542";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.036386, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.281663121";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.043057, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.281663217";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.029714, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.282013818";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.036386, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.297100065";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.023043, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.297442147";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.029714, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.298058061";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.029714, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.313446965";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.023043, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.313559193";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.016372, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.313924583";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.016372, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.329992078";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.009701, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.330115648";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.023043, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.330259339";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.003029, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.345649145";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.009701, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.345802491";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.016372, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.345802515";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.009701, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.361432627";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.996358, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.361442988";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.003029, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.362055448";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
